+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                              ;
+--------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:21:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:20:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:19:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:18:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:17:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:16:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:15:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:14:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:13:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:12:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:11:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|xor_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|xor_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|or_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|or_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|and_gate3     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|and_gate2     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I|and_gate1     ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:10:ADDER_I               ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|xor_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|xor_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|or_gate2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|or_gate1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|and_gate3      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|and_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I|and_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:9:ADDER_I                ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|xor_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|xor_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|or_gate2       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|or_gate1       ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|and_gate3      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|and_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I|and_gate1      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:8:ADDER_I                ; 3     ; 0              ; 0            ; 0              ; 2      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; ALU_UNIT|ADD_SUB_UNIT|adder|\G_NBit_ADDER:7:ADDER_I|xor_gate2      ; 2     ; 0              ; 0            ; 0              ; 1      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
